fund_id,fund_name,asset_family,method,rebalance_date,next_rebalance_date,training_start,training_end,training_observations,solver_success,solver_message,objective_value,covariance_regularisation,max_risk_contribution_deviation,weight_sum,minimum_weight,maximum_weight
combined_equal_weight,Combined Equal Weight,Combined,Equal Weight,2023-07-03,2023-08-01,2020-01-03,2023-06-30,879,True,deterministic equal weight,,0,,1,0.0166666666667,0.0166666666667
combined_equal_weight,Combined Equal Weight,Combined,Equal Weight,2023-08-01,2023-09-01,2020-01-03,2023-07-31,899,True,deterministic equal weight,,0,,1,0.0166666666667,0.0166666666667
combined_equal_weight,Combined Equal Weight,Combined,Equal Weight,2023-09-01,2023-10-02,2020-01-03,2023-08-31,922,True,deterministic equal weight,,0,,1,0.0166666666667,0.0166666666667
combined_equal_weight,Combined Equal Weight,Combined,Equal Weight,2023-10-02,2023-11-01,2020-01-03,2023-09-29,942,True,deterministic equal weight,,0,,1,0.0166666666667,0.0166666666667
combined_equal_weight,Combined Equal Weight,Combined,Equal Weight,2023-11-01,2023-12-01,2020-01-03,2023-10-31,964,True,deterministic equal weight,,0,,1,0.0166666666667,0.0166666666667
combined_equal_weight,Combined Equal Weight,Combined,Equal Weight,2023-12-01,,2020-01-03,2023-11-30,985,True,deterministic equal weight,,0,,1,0.0166666666667,0.0166666666667
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2021-01-04,2021-02-01,2020-01-03,2020-12-31,252,True,Optimization terminated successfully,0.000233194996229,0,,1,0,0.2
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2021-02-01,2021-03-01,2020-01-03,2021-01-29,271,True,Optimization terminated successfully,0.000220726572611,0,,1,0,0.2
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2021-03-01,2021-04-01,2020-01-03,2021-02-26,290,True,Optimization terminated successfully,0.000210202323001,0,,1,0,0.2
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2021-04-01,2021-05-03,2020-01-03,2021-03-31,313,True,Optimization terminated successfully,0.000199684122379,0,,1,0,0.2
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2021-05-03,2021-06-01,2020-01-03,2021-04-30,334,True,Optimization terminated successfully,0.000188996741285,0,,1,0,0.2
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2021-06-01,2021-07-01,2020-01-03,2021-05-28,354,True,Optimization terminated successfully,0.000181282870331,0,,1,0,0.2
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2021-07-01,2021-08-02,2020-01-03,2021-06-30,376,True,Optimization terminated successfully,0.000173012110495,0,,1,0,0.2
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2021-08-02,2021-09-01,2020-01-03,2021-07-30,397,True,Optimization terminated successfully,0.000164931519275,0,,1,0,0.2
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2021-09-01,2021-10-01,2020-01-03,2021-08-31,419,True,Optimization terminated successfully,0.000157904426013,0,,1,0,0.2
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2021-10-01,2021-11-01,2020-01-03,2021-09-30,440,True,Optimization terminated successfully,0.000152867100813,0,,1,0,0.2
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2021-11-01,2021-12-01,2020-01-03,2021-10-29,461,True,Optimization terminated successfully,0.000147431515773,0,,1,0,0.2
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2021-12-01,2022-01-03,2020-01-03,2021-11-30,482,True,Optimization terminated successfully,0.00014303690607,0,,1,0,0.2
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2022-01-03,2022-02-01,2020-01-03,2021-12-31,504,True,Optimization terminated successfully,0.000138946739756,0,,1,0,0.2
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2022-02-01,2022-03-01,2020-01-03,2022-01-31,524,True,Optimization terminated successfully,0.000135110587904,0,,1,0,0.2
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2022-03-01,2022-04-01,2020-01-03,2022-02-28,543,True,Optimization terminated successfully,0.00013256906756,0,,1,0,0.2
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2022-04-01,2022-05-02,2020-01-03,2022-03-31,566,True,Optimization terminated successfully,0.000129397307502,0,,1,0,0.2
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2022-05-02,2022-06-01,2020-01-03,2022-04-29,586,True,Optimization terminated successfully,0.000129127050013,0,,1,0,0.2
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2022-06-01,2022-07-01,2020-01-03,2022-05-31,607,True,Optimization terminated successfully,0.000128509645556,0,,1,0,0.186700062195
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2022-07-01,2022-08-01,2020-01-03,2022-06-30,628,True,Optimization terminated successfully,0.000128855185386,0,,1,0,0.188709143841
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2022-08-01,2022-09-01,2020-01-03,2022-07-29,648,True,Optimization terminated successfully,0.000126241353262,0,,1,0,0.188575623856
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2022-09-01,2022-10-03,2020-01-03,2022-08-31,671,True,Optimization terminated successfully,0.000124897441534,0,,1,0,0.184317010279
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2022-10-03,2022-11-01,2020-01-03,2022-09-30,692,True,Optimization terminated successfully,0.000125829423877,0,,1,0,0.190195556473
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2022-11-01,2022-12-01,2020-01-03,2022-10-31,713,True,Optimization terminated successfully,0.000127192677385,0,,1,0,0.192560355127
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2022-12-01,2023-01-03,2020-01-03,2022-11-30,734,True,Optimization terminated successfully,0.000126793606007,0,,1,0,0.196187669068
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2023-01-03,2023-02-01,2020-01-03,2022-12-30,755,True,Optimization terminated successfully,0.000125099389384,0,,1,0,0.196218778214
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2023-02-01,2023-03-01,2020-01-03,2023-01-31,775,True,Optimization terminated successfully,0.000123939431591,0,,1,0,0.193760336869
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2023-03-01,2023-04-03,2020-01-03,2023-02-28,794,True,Optimization terminated successfully,0.00012248770199,0,,1,0,0.192408023312
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2023-04-03,2023-05-01,2020-01-03,2023-03-31,817,True,Optimization terminated successfully,0.000120731476093,0,,1,0,0.194698383746
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2023-05-01,2023-06-01,2020-01-03,2023-04-28,836,True,Optimization terminated successfully,0.000118891616815,0,,1,0,0.196630833233
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2023-06-01,2023-07-03,2020-01-03,2023-05-31,858,True,Optimization terminated successfully,0.000116630693897,0,,1,0,0.19703501456
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2023-07-03,2023-08-01,2020-01-03,2023-06-30,879,True,Optimization terminated successfully,0.000114726430784,0,,1,0,0.199124716689
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2023-08-01,2023-09-01,2020-01-03,2023-07-31,899,True,Optimization terminated successfully,0.000112909179161,0,,1,0,0.198632193302
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2023-09-01,2023-10-02,2020-01-03,2023-08-31,922,True,Optimization terminated successfully,0.000111100335397,0,,1,0,0.198735819998
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2023-10-02,2023-11-01,2020-01-03,2023-09-29,942,True,Optimization terminated successfully,0.000109505752742,0,,1,0,0.199647197723
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2023-11-01,2023-12-01,2020-01-03,2023-10-31,964,True,Optimization terminated successfully,0.000108176478813,0,,1,0,0.2
combined_minimum_variance,Combined Minimum Variance,Combined,Minimum Variance,2023-12-01,,2020-01-03,2023-11-30,985,True,Optimization terminated successfully,0.0001068334534,0,,1,0,0.198439162381
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2021-01-04,2021-02-01,2020-01-03,2020-12-31,252,True,Optimization terminated successfully,1.19446498803e-13,0,1.47518342163e-07,1,0.00905077882937,0.0350170017196
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2021-02-01,2021-03-01,2020-01-03,2021-01-29,271,True,Optimization terminated successfully,1.36115906856e-13,0,2.01748682597e-07,1,0.00904614951581,0.0340617356553
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2021-03-01,2021-04-01,2020-01-03,2021-02-26,290,True,Optimization terminated successfully,2.12743139382e-13,0,2.51497433591e-07,1,0.00897110490725,0.033874384375
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2021-04-01,2021-05-03,2020-01-03,2021-03-31,313,True,Optimization terminated successfully,2.17324037485e-13,0,1.98413902239e-07,1,0.0090369362727,0.0335542008253
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2021-05-03,2021-06-01,2020-01-03,2021-04-30,334,True,Optimization terminated successfully,2.15675330649e-13,0,2.37043849577e-07,1,0.00913472282338,0.0330192885435
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2021-06-01,2021-07-01,2020-01-03,2021-05-28,354,True,Optimization terminated successfully,3.72946884122e-13,0,1.9246359572e-07,1,0.00844030622149,0.0328126340795
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2021-07-01,2021-08-02,2020-01-03,2021-06-30,376,True,Optimization terminated successfully,1.71299135611e-13,0,1.44491005383e-07,1,0.00832537357249,0.03274217433
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2021-08-02,2021-09-01,2020-01-03,2021-07-30,397,True,Optimization terminated successfully,2.41332523619e-13,0,1.65247619796e-07,1,0.00828245913176,0.0327862507902
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2021-09-01,2021-10-01,2020-01-03,2021-08-31,419,True,Optimization terminated successfully,4.02620863279e-13,0,2.03019331041e-07,1,0.00818694780972,0.0328651389514
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2021-10-01,2021-11-01,2020-01-03,2021-09-30,440,True,Optimization terminated successfully,1.88165030921e-13,0,1.64543363747e-07,1,0.00798729386431,0.0328689459123
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2021-11-01,2021-12-01,2020-01-03,2021-10-29,461,True,Optimization terminated successfully,2.27247254902e-13,0,1.86835616447e-07,1,0.00794156429567,0.0328960833827
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2021-12-01,2022-01-03,2020-01-03,2021-11-30,482,True,Optimization terminated successfully,2.77866357876e-13,0,1.93594741651e-07,1,0.00796102652396,0.0330203194813
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2022-01-03,2022-02-01,2020-01-03,2021-12-31,504,True,Optimization terminated successfully,3.11012561522e-13,0,2.10240299826e-07,1,0.00790767995797,0.0332784807454
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2022-02-01,2022-03-01,2020-01-03,2022-01-31,524,True,Optimization terminated successfully,2.56536232568e-13,0,2.47678753458e-07,1,0.00784334797799,0.0332136019518
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2022-03-01,2022-04-01,2020-01-03,2022-02-28,543,True,Optimization terminated successfully,8.99846195915e-13,0,4.33860163823e-07,1,0.0078255668998,0.0336818310889
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2022-04-01,2022-05-02,2020-01-03,2022-03-31,566,True,Optimization terminated successfully,1.35281949745e-13,0,1.77093737973e-07,1,0.00785507897057,0.0347813671945
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2022-05-02,2022-06-01,2020-01-03,2022-04-29,586,True,Optimization terminated successfully,1.3542049302e-13,0,1.75110713874e-07,1,0.00784356820088,0.034261395419
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2022-06-01,2022-07-01,2020-01-03,2022-05-31,607,True,Optimization terminated successfully,1.87002630951e-13,0,1.64389437386e-07,1,0.00760693960472,0.0336432574568
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2022-07-01,2022-08-01,2020-01-03,2022-06-30,628,True,Optimization terminated successfully,1.87764871717e-13,0,1.80812794785e-07,1,0.00761349366508,0.0337851402305
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2022-08-01,2022-09-01,2020-01-03,2022-07-29,648,True,Optimization terminated successfully,2.11870965695e-13,0,1.50031604709e-07,1,0.00759557241051,0.0335718528594
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2022-09-01,2022-10-03,2020-01-03,2022-08-31,671,True,Optimization terminated successfully,1.20886969448e-13,0,1.26385846202e-07,1,0.00758368126209,0.0332880252905
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2022-10-03,2022-11-01,2020-01-03,2022-09-30,692,True,Optimization terminated successfully,2.18606498983e-13,0,1.73648301089e-07,1,0.00763870923025,0.0325589687671
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2022-11-01,2022-12-01,2020-01-03,2022-10-31,713,True,Optimization terminated successfully,2.17933451066e-13,0,2.23410332543e-07,1,0.00774662395521,0.0320722649377
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2022-12-01,2023-01-03,2020-01-03,2022-11-30,734,True,Optimization terminated successfully,3.53853611455e-13,0,1.96095901444e-07,1,0.00762743045767,0.032172466093
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2023-01-03,2023-02-01,2020-01-03,2022-12-30,755,True,Optimization terminated successfully,2.48277446676e-13,0,1.67827883826e-07,1,0.00760459445203,0.0319628923782
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2023-02-01,2023-03-01,2020-01-03,2023-01-31,775,True,Optimization terminated successfully,2.31108482485e-13,0,1.52790498108e-07,1,0.0074928901382,0.0319083425381
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2023-03-01,2023-04-03,2020-01-03,2023-02-28,794,True,Optimization terminated successfully,2.19631289997e-13,0,1.62587409248e-07,1,0.00748306795938,0.0320099434831
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2023-04-03,2023-05-01,2020-01-03,2023-03-31,817,True,Optimization terminated successfully,2.62467932535e-13,0,1.55710584294e-07,1,0.00750568169457,0.0319772045643
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2023-05-01,2023-06-01,2020-01-03,2023-04-28,836,True,Optimization terminated successfully,2.52186346623e-13,0,1.67805193105e-07,1,0.00751373244217,0.0320241419477
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2023-06-01,2023-07-03,2020-01-03,2023-05-31,858,True,Optimization terminated successfully,2.53561074357e-13,0,1.73452456724e-07,1,0.00752998735301,0.032087537764
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2023-07-03,2023-08-01,2020-01-03,2023-06-30,879,True,Optimization terminated successfully,2.91417711243e-13,0,2.01731414528e-07,1,0.00750493434491,0.0321363734971
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2023-08-01,2023-09-01,2020-01-03,2023-07-31,899,True,Optimization terminated successfully,4.53927672843e-13,0,2.43975612619e-07,1,0.00751675521746,0.0322555992633
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2023-09-01,2023-10-02,2020-01-03,2023-08-31,922,True,Optimization terminated successfully,1.75782318417e-13,0,1.80021512922e-07,1,0.00750741250427,0.032233919233
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2023-10-02,2023-11-01,2020-01-03,2023-09-29,942,True,Optimization terminated successfully,5.13853318458e-13,0,2.73434545707e-07,1,0.00752691233847,0.0322443409723
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2023-11-01,2023-12-01,2020-01-03,2023-10-31,964,True,Optimization terminated successfully,2.285916086e-13,0,2.67776614011e-07,1,0.0075482385295,0.0323570870916
combined_risk_parity,Combined Risk Parity,Combined,Risk Parity,2023-12-01,,2020-01-03,2023-11-30,985,True,Optimization terminated successfully,2.57758205796e-13,0,2.88517682457e-07,1,0.0076123121585,0.0324463298865
