trading_date,sector,article_count,covered_tickers,coverage_share,has_news,breadth,rolling_21d_article_count,rolling_21d_covered_tickers,rolling_21d_breadth
2020-01-31,Healthcare,25,4,0.8,True,0.468164794007,309,5,0.913125806914
2020-01-31,Industrials,26,5,1,True,0.329756097561,294,5,0.812215748919
2020-01-31,Materials,15,4,0.8,True,0.762711864407,191,5,0.822292347571
2020-01-31,RealEstate,4,3,0.6,True,0.533333333333,91,5,0.74975101856
2020-01-31,Tech,15,4,0.8,True,0.473684210526,538,5,0.630555737098
2020-01-31,Utilities,9,4,0.8,True,0.704347826087,211,5,0.731110928648
2020-02-03,Comm,21,5,1,True,0.643795620438,279,5,0.711298944579
2020-02-03,Consumer,39,5,1,True,0.534622144112,595,5,0.725572577753
2020-02-03,Energy,25,5,1,True,0.6038647343,397,5,0.837165697288
2020-02-03,Financials,6,4,0.8,True,0.72,325,5,0.911149450075
2020-02-03,Healthcare,51,5,1,True,0.485714285714,337,5,0.854834217756
2020-02-03,Industrials,14,5,1,True,0.816666666667,295,5,0.824764251528
2020-02-03,Materials,12,4,0.8,True,0.576,196,5,0.824024024024
2020-02-03,RealEstate,3,2,0.4,True,0.36,91,5,0.74975101856
2020-02-03,Tech,11,3,0.6,True,0.456603773585,524,5,0.621367308606
2020-02-03,Utilities,14,4,0.8,True,0.632258064516,224,5,0.733781807546
2020-02-04,Comm,17,5,1,True,0.608421052632,293,5,0.7237617502
2020-02-04,Consumer,52,5,1,True,0.457529610829,637,5,0.702818938416
2020-02-04,Energy,20,5,1,True,0.701754385965,389,5,0.868487961661
2020-02-04,Financials,6,4,0.8,True,0.72,323,5,0.912405439678
2020-02-04,Healthcare,26,4,0.8,True,0.300444444444,357,5,0.819159944725
2020-02-04,Industrials,11,4,0.8,True,0.691428571429,299,5,0.822115959354
2020-02-04,Materials,7,4,0.8,True,0.753846153846,200,5,0.815827044667
2020-02-04,RealEstate,8,4,0.8,True,0.711111111111,94,5,0.755859709153
2020-02-04,Tech,20,5,1,True,0.645161290323,527,5,0.62648229814
2020-02-04,Utilities,7,4,0.8,True,0.753846153846,227,5,0.743403303758
2020-02-05,Comm,12,4,0.8,True,0.533333333333,289,5,0.762505135345
2020-02-05,Consumer,43,4,0.8,True,0.452631578947,636,5,0.678308989989
2020-02-05,Energy,18,5,1,True,0.736363636364,373,5,0.859112661706
2020-02-05,Financials,4,3,0.6,True,0.533333333333,315,5,0.91371610111
2020-02-05,Healthcare,50,5,1,True,0.572082379863,395,5,0.794647177163
2020-02-05,Industrials,12,4,0.8,True,0.685714285714,297,5,0.846007768666
2020-02-05,Materials,9,4,0.8,True,0.522580645161,200,5,0.799520287827
2020-02-05,RealEstate,3,1,0.2,True,0.2,93,5,0.695536791315
2020-02-05,Tech,32,4,0.8,True,0.581818181818,546,5,0.64477030885
2020-02-05,Utilities,18,5,1,True,0.875675675676,239,5,0.771540487607
2020-02-06,Comm,19,5,1,True,0.793406593407,303,5,0.77682447011
2020-02-06,Consumer,24,4,0.8,True,0.340828402367,638,5,0.659233946069
2020-02-06,Energy,11,4,0.8,True,0.620512820513,372,5,0.850808484476
2020-02-06,Financials,11,5,1,True,0.654054054054,315,5,0.914389715708
2020-02-06,Healthcare,25,5,1,True,0.581395348837,405,5,0.764311176347
2020-02-06,Industrials,6,2,0.4,True,0.4,290,5,0.859215365754
2020-02-06,Materials,14,4,0.8,True,0.435555555556,211,5,0.785272069847
2020-02-06,RealEstate,7,4,0.8,True,0.653333333333,98,5,0.712991833705
2020-02-06,Tech,22,5,1,True,0.620512820513,547,5,0.646093218601
2020-02-06,Utilities,12,4,0.8,True,0.8,250,5,0.776686964086
2020-02-07,Comm,13,4,0.8,True,0.689795918367,296,5,0.78375525539
2020-02-07,Consumer,21,4,0.8,True,0.330337078652,643,5,0.646109969449
2020-02-07,Energy,14,5,1,True,0.784,369,5,0.836909554688
2020-02-07,Financials,9,3,0.6,True,0.558620689655,320,5,0.921858120274
2020-02-07,Healthcare,25,5,1,True,0.586854460094,417,5,0.760486322188
2020-02-07,Industrials,6,2,0.4,True,0.276923076923,284,5,0.860789754536
2020-02-07,Materials,9,3,0.6,True,0.39512195122,214,5,0.766716892684
2020-02-07,RealEstate,3,2,0.4,True,0.36,98,5,0.712991833705
2020-02-07,Tech,13,5,1,True,0.572881355932,538,5,0.642908864752
2020-02-07,Utilities,11,4,0.8,True,0.733333333333,258,5,0.774540377007
2020-02-10,Comm,20,4,0.8,True,0.714285714286,310,5,0.787188728702
2020-02-10,Consumer,37,5,1,True,0.527552986513,655,5,0.622402274755
2020-02-10,Energy,11,5,1,True,0.896296296296,370,5,0.84962452678
2020-02-10,Financials,6,3,0.6,True,0.514285714286,315,5,0.920497240132
2020-02-10,Healthcare,25,4,0.8,True,0.609756097561,434,5,0.756692913386
2020-02-10,Industrials,19,4,0.8,True,0.638938053097,294,5,0.845091904576
2020-02-10,Materials,7,5,1,True,0.753846153846,215,5,0.770480873406
2020-02-10,RealEstate,13,4,0.8,True,0.71914893617,110,5,0.770210057288
2020-02-10,Tech,24,5,1,True,0.748051948052,545,5,0.644382735467
2020-02-10,Utilities,10,4,0.8,True,0.666666666667,263,5,0.770127484273
2020-02-11,Comm,24,4,0.8,True,0.364556962025,326,5,0.828017140631
2020-02-11,Consumer,28,5,1,True,0.522666666667,668,5,0.609837230597
2020-02-11,Energy,21,5,1,True,0.824299065421,376,5,0.854287268113
2020-02-11,Financials,11,4,0.8,True,0.44,319,5,0.930386285714
