date,sector,vader_compound_raw,vader_compound_lag1,vader_compound_21d_trailing,vader_compound_21d_trailing_lag1,positive_ticker_share,neutral_ticker_share,negative_ticker_share,article_count,covered_tickers,coverage_share,breadth,has_news,signal_source_date,signal_available
2020-01-10,Utilities,0.156120833333,0.074,0.276545238095,0.296615972222,0.5,0.25,0.25,7,4,0.8,0.653333333333,True,2020-01-09,True
2020-01-13,Comm,0.00154791666667,0.0358458333333,0.137693038194,0.15714234127,0.5,0,0.5,14,2,0.4,0.392,True,2020-01-10,True
2020-01-13,Consumer,0.0890852857143,0.004144,0.051967340803,0.0466647772442,0.6,0.2,0.2,29,5,1,0.654474708171,True,2020-01-10,True
2020-01-13,Energy,0.1345435,0.073962,0.0755252670455,0.0670940909091,0.6,0.2,0.2,19,5,1,0.67476635514,True,2020-01-10,True
2020-01-13,Financials,0.19619,0.219358333333,0.220108625,0.223525571429,1,0,0,33,5,1,0.743344709898,True,2020-01-10,True
2020-01-13,Healthcare,0.1338575,0.24778,0.207316138228,0.217810229403,0.8,0,0.2,24,5,1,0.9,True,2020-01-10,True
2020-01-13,Industrials,0.0740458333333,0.09255,0.031527650463,0.0254536243386,0.5,0.5,0,10,4,0.8,0.47619047619,True,2020-01-10,True
2020-01-13,Materials,0.32985,-0.10715,0.0418988194444,0.000762936507937,0.5,0.5,0,4,2,0.4,0.32,True,2020-01-10,True
2020-01-13,RealEstate,0.239466666667,-0.08412,0.0195766666667,-0.0118361904762,1,0,0,3,1,0.2,0.2,True,2020-01-10,True
2020-01-13,Tech,0.20091575,0.306865833333,0.107228504922,0.0938446127682,0.8,0.2,0,39,5,1,0.702540415704,True,2020-01-10,True
2020-01-13,Utilities,0.0066,0.156120833333,0.242802083333,0.276545238095,0,1,0,6,4,0.8,0.6,True,2020-01-10,True
2020-01-14,Comm,0.0863,0.00154791666667,0.131982700617,0.137693038194,0.5,0.5,0,4,2,0.4,0.32,True,2020-01-13,True
2020-01-14,Consumer,0.04291,0.0890852857143,0.0509609696027,0.051967340803,0.2,0.8,0,19,5,1,0.459872611465,True,2020-01-13,True
2020-01-14,Energy,0.213818333333,0.1345435,0.0908911632997,0.0755252670455,0.8,0.2,0,23,5,1,0.936283185841,True,2020-01-13,True
2020-01-14,Financials,0.0355654761905,0.19619,0.199603830688,0.220108625,0.6,0.2,0.2,38,5,1,0.544905660377,True,2020-01-13,True
2020-01-14,Healthcare,0.323625,0.1338575,0.220239345091,0.207316138228,0.75,0.25,0,9,4,0.8,0.704347826087,True,2020-01-13,True
2020-01-14,Industrials,0.149438333333,0.0740458333333,0.0446288374486,0.031527650463,1,0,0,10,3,0.6,0.47619047619,True,2020-01-13,True
2020-01-14,Materials,0.042,0.32985,0.0419100617284,0.0418988194444,0.5,0,0.5,4,2,0.4,0.4,True,2020-01-13,True
2020-01-14,RealEstate,0.148,0.239466666667,0.0338459259259,0.0195766666667,1,0,0,2,1,0.2,0.2,True,2020-01-13,True
2020-01-14,Tech,0.229853333333,0.20091575,0.120853485857,0.107228504922,1,0,0,12,3,0.6,0.533333333333,True,2020-01-13,True
2020-01-14,Utilities,0.292716666667,0.0066,0.248348148148,0.242802083333,1,0,0,5,3,0.6,0.555555555556,True,2020-01-13,True
2020-01-15,Comm,0.000697222222222,0.0863,0.118854152778,0.131982700617,0.666666666667,0,0.333333333333,9,3,0.6,0.558620689655,True,2020-01-14,True
2020-01-15,Consumer,0.11932547619,0.04291,0.0577974202614,0.0509609696027,0.75,0.25,0,27,4,0.8,0.508013937282,True,2020-01-14,True
2020-01-15,Energy,0.0860066666667,0.213818333333,0.0904027136364,0.0908911632997,0.6,0.2,0.2,13,5,1,0.913513513514,True,2020-01-14,True
2020-01-15,Financials,0.060895968254,0.0355654761905,0.185733044444,0.199603830688,0.4,0.6,0,36,5,1,0.757894736842,True,2020-01-14,True
2020-01-15,Healthcare,0.229933333333,0.323625,0.221208743915,0.220239345091,0.666666666667,0.333333333333,0,12,3,0.6,0.6,True,2020-01-14,True
2020-01-15,Industrials,-0.09173125,0.149438333333,0.0309928287037,0.0446288374486,0.25,0.25,0.5,10,4,0.8,0.714285714286,True,2020-01-14,True
2020-01-15,Materials,0.172983333333,0.042,0.0550173888889,0.0419100617284,0.5,0.5,0,4,2,0.4,0.32,True,2020-01-14,True
